year,scenario,mpa,min_change,mean_change,median_change,max_change,sd_change,tooltip
2054,ssp585,GPZi,-18.22,-3.96,-5.27,8.33,9.06,"Year: 2054
Mean change: -4%
SD: ±9.1%"
2054,ssp585,GPZii,-12.26,-5.11,-5.45,5.71,5.36,"Year: 2054
Mean change: -5.1%
SD: ±5.4%"
2054,ssp585,GPZiii,-50.69,-17.71,-15.12,1.14,14.46,"Year: 2054
Mean change: -17.7%
SD: ±14.5%"
2054,ssp585,KRZ,-30.64,-4.48,-8.78,27.01,16.4,"Year: 2054
Mean change: -4.5%
SD: ±16.4%"
2054,ssp585,SOSS,-17.23,2.04,2.15,19.8,12.61,"Year: 2054
Mean change: 2%
SD: ±12.6%"
2054,ssp585,SRZ,-25.87,1.25,4.25,15.35,12.65,"Year: 2054
Mean change: 1.2%
SD: ±12.7%"
2055,ssp126,GPZi,-23.75,-6.37,-4.57,11.06,10.16,"Year: 2055
Mean change: -6.4%
SD: ±10.2%"
2055,ssp126,GPZii,-11.99,-1.61,-0.81,6.06,5.41,"Year: 2055
Mean change: -1.6%
SD: ±5.4%"
2055,ssp126,GPZiii,-57.35,-16.66,-16.59,12.58,20.99,"Year: 2055
Mean change: -16.7%
SD: ±21%"
2055,ssp126,KRZ,-37.62,-3.94,-2.12,14.85,15.27,"Year: 2055
Mean change: -3.9%
SD: ±15.3%"
2055,ssp126,SOSS,-36.79,-2.78,-1.07,23.98,22.6,"Year: 2055
Mean change: -2.8%
SD: ±22.6%"
2055,ssp126,SRZ,-45.13,-9.39,-7.76,16.82,23.04,"Year: 2055
Mean change: -9.4%
SD: ±23%"
2055,ssp585,GPZi,-18.22,-1.81,-3.45,21.58,12.96,"Year: 2055
Mean change: -1.8%
SD: ±13%"
2055,ssp585,GPZii,-9.42,-4.25,-6.1,10.68,5.95,"Year: 2055
Mean change: -4.2%
SD: ±6%"
2055,ssp585,GPZiii,-51.59,-6.76,-2.31,19.6,19.94,"Year: 2055
Mean change: -6.8%
SD: ±19.9%"
2055,ssp585,KRZ,-31,-3.79,-3.27,21.55,13.48,"Year: 2055
Mean change: -3.8%
SD: ±13.5%"
2055,ssp585,SOSS,-21.45,-7.67,-7.93,11.67,11.4,"Year: 2055
Mean change: -7.7%
SD: ±11.4%"
2055,ssp585,SRZ,-25.51,2.71,4.48,27.9,17.3,"Year: 2055
Mean change: 2.7%
SD: ±17.3%"
2056,ssp126,GPZi,-23.65,-7.22,-6.24,9.46,9.26,"Year: 2056
Mean change: -7.2%
SD: ±9.3%"
2056,ssp126,GPZii,-10.87,-3.33,-4.62,9.14,6.31,"Year: 2056
Mean change: -3.3%
SD: ±6.3%"
2056,ssp126,GPZiii,-58.17,-11.95,-13.76,21.11,21.64,"Year: 2056
Mean change: -11.9%
SD: ±21.6%"
2056,ssp126,KRZ,-37.48,-6.98,-6.87,6.88,12.29,"Year: 2056
Mean change: -7%
SD: ±12.3%"
2056,ssp126,SOSS,-26.89,-7.12,-5.15,15.21,14.09,"Year: 2056
Mean change: -7.1%
SD: ±14.1%"
2056,ssp126,SRZ,-28.78,2.51,2.99,23.29,14.58,"Year: 2056
Mean change: 2.5%
SD: ±14.6%"
2056,ssp585,GPZi,-18.22,-5.16,-7.29,9.3,9.95,"Year: 2056
Mean change: -5.2%
SD: ±9.9%"
2056,ssp585,GPZii,-14.55,-7.05,-7.5,-2.13,3.72,"Year: 2056
Mean change: -7%
SD: ±3.7%"
2056,ssp585,GPZiii,-52.46,-20.25,-19.61,0.5,14.11,"Year: 2056
Mean change: -20.2%
SD: ±14.1%"
2056,ssp585,KRZ,-31.19,-4.33,-4.09,14.6,14.22,"Year: 2056
Mean change: -4.3%
SD: ±14.2%"
2056,ssp585,SOSS,-19.9,-4.29,-8.48,16.33,11.28,"Year: 2056
Mean change: -4.3%
SD: ±11.3%"
2056,ssp585,SRZ,-25.26,7.6,6.19,32.55,17.84,"Year: 2056
Mean change: 7.6%
SD: ±17.8%"
2057,ssp126,GPZi,-23.45,-7.3,-4.29,5.4,8.24,"Year: 2057
Mean change: -7.3%
SD: ±8.2%"
2057,ssp126,GPZii,-11.13,-4.15,-5.35,6.99,5.98,"Year: 2057
Mean change: -4.2%
SD: ±6%"
2057,ssp126,GPZiii,-58.96,-17.86,-13.04,-5.93,15.8,"Year: 2057
Mean change: -17.9%
SD: ±15.8%"
2057,ssp126,KRZ,-37.47,-9.35,-7.54,2.68,11,"Year: 2057
Mean change: -9.3%
SD: ±11%"
2057,ssp126,SOSS,-24.96,-0.85,-1.56,33.93,19.15,"Year: 2057
Mean change: -0.8%
SD: ±19.1%"
2057,ssp126,SRZ,-28.22,-4.57,-5.01,24.32,16.09,"Year: 2057
Mean change: -4.6%
SD: ±16.1%"
2057,ssp585,GPZi,-18.3,-4.82,-10.12,16.19,12.63,"Year: 2057
Mean change: -4.8%
SD: ±12.6%"
2057,ssp585,GPZii,-11.73,-6.24,-8.44,5.27,6.18,"Year: 2057
Mean change: -6.2%
SD: ±6.2%"
2057,ssp585,GPZiii,-53.32,-16.61,-12.55,12.31,18.54,"Year: 2057
Mean change: -16.6%
SD: ±18.5%"
2057,ssp585,KRZ,-31.3,-5.91,-5.23,20.06,14.14,"Year: 2057
Mean change: -5.9%
SD: ±14.1%"
2057,ssp585,SOSS,-20.87,-5.07,-4.94,10.12,10.49,"Year: 2057
Mean change: -5.1%
SD: ±10.5%"
2057,ssp585,SRZ,-25.08,2.3,3.5,30.88,15.16,"Year: 2057
Mean change: 2.3%
SD: ±15.2%"
2058,ssp126,GPZi,-23.19,-7.77,-8.29,4.78,8.82,"Year: 2058
Mean change: -7.8%
SD: ±8.8%"
2058,ssp126,GPZii,-13.09,-2.14,-3.76,11.62,8.96,"Year: 2058
Mean change: -2.1%
SD: ±9%"
2058,ssp126,GPZiii,-59.74,-17.34,-13.72,-3,16.21,"Year: 2058
Mean change: -17.3%
SD: ±16.2%"
2058,ssp126,KRZ,-37.61,-9.44,-8.3,16.41,15.57,"Year: 2058
Mean change: -9.4%
SD: ±15.6%"
2058,ssp126,SOSS,-25.61,-6.23,-3.45,4.02,9.43,"Year: 2058
Mean change: -6.2%
SD: ±9.4%"
2058,ssp126,SRZ,-27.61,4.31,10.67,20.95,14.63,"Year: 2058
Mean change: 4.3%
SD: ±14.6%"
2058,ssp585,GPZi,-18.4,-4.49,-7.47,20.64,12.14,"Year: 2058
Mean change: -4.5%
SD: ±12.1%"
2058,ssp585,GPZii,-11.7,-5.74,-6.5,2.47,4.54,"Year: 2058
Mean change: -5.7%
SD: ±4.5%"
2058,ssp585,GPZiii,-54.14,-10.2,-5.8,20.95,20.99,"Year: 2058
Mean change: -10.2%
SD: ±21%"
2058,ssp585,KRZ,-31.45,-5.45,-6.17,8.76,12.39,"Year: 2058
Mean change: -5.4%
SD: ±12.4%"
2058,ssp585,SOSS,-33.54,-8.74,-4.99,17.55,16.81,"Year: 2058
Mean change: -8.7%
SD: ±16.8%"
2058,ssp585,SRZ,-24.94,-1.87,1.02,14.75,12.58,"Year: 2058
Mean change: -1.9%
SD: ±12.6%"
2059,ssp126,GPZi,-22.87,-7.69,-6.41,0.73,7.82,"Year: 2059
Mean change: -7.7%
SD: ±7.8%"
2059,ssp126,GPZii,-13.16,-2.88,-4.09,5.99,6.73,"Year: 2059
Mean change: -2.9%
SD: ±6.7%"
2059,ssp126,GPZiii,-60.43,-15.99,-17.9,20.11,20.56,"Year: 2059
Mean change: -16%
SD: ±20.6%"
2059,ssp126,KRZ,-37.69,-9.52,-8.92,11.95,14.77,"Year: 2059
Mean change: -9.5%
SD: ±14.8%"
2059,ssp126,SOSS,-29.25,-0.37,-2.27,27.4,18.05,"Year: 2059
Mean change: -0.4%
SD: ±18%"
2059,ssp126,SRZ,-26.95,0.56,1.4,29.2,15.64,"Year: 2059
Mean change: 0.6%
SD: ±15.6%"
2059,ssp585,GPZi,-18.72,-4.31,-5.2,8.5,10.01,"Year: 2059
Mean change: -4.3%
SD: ±10%"
2059,ssp585,GPZii,-11.11,-4.13,-5.08,8.75,5.78,"Year: 2059
Mean change: -4.1%
SD: ±5.8%"
2059,ssp585,GPZiii,-54.93,-13.52,-9.24,14.34,19.18,"Year: 2059
Mean change: -13.5%
SD: ±19.2%"
2059,ssp585,KRZ,-31.66,-4.03,-1.74,10.46,12,"Year: 2059
Mean change: -4%
SD: ±12%"
2059,ssp585,SOSS,-22.64,0.09,1.26,16.87,11.86,"Year: 2059
Mean change: 0.1%
SD: ±11.9%"
2059,ssp585,SRZ,-25.05,0.45,-1.57,29.67,15.19,"Year: 2059
Mean change: 0.4%
SD: ±15.2%"
2060,ssp126,GPZi,-22.38,-6.23,-5.44,12.4,10.58,"Year: 2060
Mean change: -6.2%
SD: ±10.6%"
2060,ssp126,GPZii,-12.99,-4.46,-4.69,5.16,5.32,"Year: 2060
Mean change: -4.5%
SD: ±5.3%"
2060,ssp126,GPZiii,-61.05,-17.26,-12.61,1.37,18.18,"Year: 2060
Mean change: -17.3%
SD: ±18.2%"
2060,ssp126,KRZ,-37.67,-10.34,-8.72,9.82,12.25,"Year: 2060
Mean change: -10.3%
SD: ±12.2%"
2060,ssp126,SOSS,-26.24,3.27,-2.44,54.84,25.22,"Year: 2060
Mean change: 3.3%
SD: ±25.2%"
2060,ssp126,SRZ,-26.02,16.39,13.61,90.23,34.52,"Year: 2060
Mean change: 16.4%
SD: ±34.5%"
2060,ssp585,GPZi,-19.15,-2.05,-3.6,21.11,12.28,"Year: 2060
Mean change: -2%
SD: ±12.3%"
2060,ssp585,GPZii,-11.79,-4.33,-6.28,6.99,6.82,"Year: 2060
Mean change: -4.3%
SD: ±6.8%"
2060,ssp585,GPZiii,-55.68,-13.66,-9.14,7.73,18.75,"Year: 2060
Mean change: -13.7%
SD: ±18.8%"
2060,ssp585,KRZ,-31.89,1.8,1.22,43.07,19.71,"Year: 2060
Mean change: 1.8%
SD: ±19.7%"
2060,ssp585,SOSS,-23.25,-3.57,-2.41,18.39,12.07,"Year: 2060
Mean change: -3.6%
SD: ±12.1%"
2060,ssp585,SRZ,-25.33,1.9,2.73,32.84,16.59,"Year: 2060
Mean change: 1.9%
SD: ±16.6%"
2061,ssp126,GPZi,-21.74,2.02,-0.97,43.4,19.2,"Year: 2061
Mean change: 2%
SD: ±19.2%"
2061,ssp126,GPZii,-11.87,-1.41,-3.49,13.78,8.64,"Year: 2061
Mean change: -1.4%
SD: ±8.6%"
2061,ssp126,GPZiii,-61.62,-19.1,-12.27,-6.16,16.72,"Year: 2061
Mean change: -19.1%
SD: ±16.7%"
2061,ssp126,KRZ,-37.59,-2.51,-1.92,19.5,15.65,"Year: 2061
Mean change: -2.5%
SD: ±15.7%"
2061,ssp126,SOSS,-25.57,-4.59,-2.69,14.63,11.3,"Year: 2061
Mean change: -4.6%
SD: ±11.3%"
2061,ssp126,SRZ,-24.72,18.41,17.59,79.47,29.81,"Year: 2061
Mean change: 18.4%
SD: ±29.8%"
2061,ssp585,GPZi,-19.57,-3.79,-4.13,10.19,10.15,"Year: 2061
Mean change: -3.8%
SD: ±10.2%"
2061,ssp585,GPZii,-15.08,-5.1,-6.29,7.02,6.56,"Year: 2061
Mean change: -5.1%
SD: ±6.6%"
2061,ssp585,GPZiii,-56.38,-13.51,-10.21,26.14,23.18,"Year: 2061
Mean change: -13.5%
SD: ±23.2%"
2061,ssp585,KRZ,-32.33,-9.47,-10.4,6.52,11.51,"Year: 2061
Mean change: -9.5%
SD: ±11.5%"
2061,ssp585,SOSS,-23.73,-5.76,-3.36,9.68,9.81,"Year: 2061
Mean change: -5.8%
SD: ±9.8%"
2061,ssp585,SRZ,-25.52,2.17,2.18,27.98,15.52,"Year: 2061
Mean change: 2.2%
SD: ±15.5%"
2062,ssp126,GPZi,-21.4,-1.69,0.7,11.73,10.72,"Year: 2062
Mean change: -1.7%
SD: ±10.7%"
2062,ssp126,GPZii,-14.81,-3,-5.08,14.26,9.34,"Year: 2062
Mean change: -3%
SD: ±9.3%"
2062,ssp126,GPZiii,-62.15,-12.09,-8.15,19.27,22.5,"Year: 2062
Mean change: -12.1%
SD: ±22.5%"
2062,ssp126,KRZ,-37.36,-4.7,-2.6,10.43,12.8,"Year: 2062
Mean change: -4.7%
SD: ±12.8%"
2062,ssp126,SOSS,-24.61,4.33,1.03,30.03,18.06,"Year: 2062
Mean change: 4.3%
SD: ±18.1%"
2062,ssp126,SRZ,-23.59,15.75,22.06,44.91,21.61,"Year: 2062
Mean change: 15.8%
SD: ±21.6%"
2062,ssp585,GPZi,-19.82,2.53,1.66,33.98,16.36,"Year: 2062
Mean change: 2.5%
SD: ±16.4%"
2062,ssp585,GPZii,-11.56,-0.76,-3.7,14.9,9.08,"Year: 2062
Mean change: -0.8%
SD: ±9.1%"
2062,ssp585,GPZiii,-57.05,-14.11,-9.88,6.46,18.51,"Year: 2062
Mean change: -14.1%
SD: ±18.5%"
2062,ssp585,KRZ,-32.98,0.17,2.87,19.47,15.97,"Year: 2062
Mean change: 0.2%
SD: ±16%"
2062,ssp585,SOSS,-24.49,1.63,0.94,23.55,15.54,"Year: 2062
Mean change: 1.6%
SD: ±15.5%"
2062,ssp585,SRZ,-25.29,19.7,15.49,94.53,34.11,"Year: 2062
Mean change: 19.7%
SD: ±34.1%"
2063,ssp126,GPZi,-21.48,-2.08,-1.3,13.68,10.01,"Year: 2063
Mean change: -2.1%
SD: ±10%"
2063,ssp126,GPZii,-13.73,-3.83,-5.45,7.53,6.72,"Year: 2063
Mean change: -3.8%
SD: ±6.7%"
2063,ssp126,GPZiii,-62.68,-15.03,-8.06,0.74,18.36,"Year: 2063
Mean change: -15%
SD: ±18.4%"
2063,ssp126,KRZ,-37.21,-7.31,-8.15,18.72,16.91,"Year: 2063
Mean change: -7.3%
SD: ±16.9%"
2063,ssp126,SOSS,-23.55,-0.64,-0.81,22.86,14.97,"Year: 2063
Mean change: -0.6%
SD: ±15%"
2063,ssp126,SRZ,-22.93,13.73,13.87,39.04,18.75,"Year: 2063
Mean change: 13.7%
SD: ±18.8%"
2063,ssp585,GPZi,-20.08,-4.24,-4.38,11.13,9.43,"Year: 2063
Mean change: -4.2%
SD: ±9.4%"
2063,ssp585,GPZii,-23.45,-8.27,-7.87,8.52,8.75,"Year: 2063
Mean change: -8.3%
SD: ±8.8%"
2063,ssp585,GPZiii,-57.66,-14,-17.06,33.24,25.58,"Year: 2063
Mean change: -14%
SD: ±25.6%"
2063,ssp585,KRZ,-33.47,-9.27,-8.99,4.32,10.29,"Year: 2063
Mean change: -9.3%
SD: ±10.3%"
2063,ssp585,SOSS,-38.94,-11.56,-6.15,4.44,15.38,"Year: 2063
Mean change: -11.6%
SD: ±15.4%"
2063,ssp585,SRZ,-24.97,7.47,13.89,23.46,17.17,"Year: 2063
Mean change: 7.5%
SD: ±17.2%"
2064,ssp126,GPZi,-21.79,-5.29,-5.02,9.37,9.42,"Year: 2064
Mean change: -5.3%
SD: ±9.4%"
2064,ssp126,GPZii,-12.69,-2.91,-1.74,14.67,8.05,"Year: 2064
Mean change: -2.9%
SD: ±8.1%"
2064,ssp126,GPZiii,-63.18,-16.73,-10.08,2.4,18.96,"Year: 2064
Mean change: -16.7%
SD: ±19%"
2064,ssp126,KRZ,-37.07,-2.58,2.83,9.04,13.99,"Year: 2064
Mean change: -2.6%
SD: ±14%"
2064,ssp126,SOSS,-22.48,-4.04,-2.64,11.16,10.58,"Year: 2064
Mean change: -4%
SD: ±10.6%"
2064,ssp126,SRZ,-22.57,2.27,1.58,36.99,17.44,"Year: 2064
Mean change: 2.3%
SD: ±17.4%"
2064,ssp585,GPZi,-20.5,-7.27,-6.61,9.24,9.47,"Year: 2064
Mean change: -7.3%
SD: ±9.5%"
2064,ssp585,GPZii,-17.41,-6.01,-8.72,8.53,8.64,"Year: 2064
Mean change: -6%
SD: ±8.6%"
2064,ssp585,GPZiii,-58.23,-12.85,-8.44,16.77,22.11,"Year: 2064
Mean change: -12.8%
SD: ±22.1%"
2064,ssp585,KRZ,-33.7,-5.7,-7.67,18.37,16.57,"Year: 2064
Mean change: -5.7%
SD: ±16.6%"
2064,ssp585,SOSS,-26.56,-0.89,-4,33.9,18.48,"Year: 2064
Mean change: -0.9%
SD: ±18.5%"
2064,ssp585,SRZ,-24.79,-6.09,-11.45,29.26,18.59,"Year: 2064
Mean change: -6.1%
SD: ±18.6%"
2065,ssp126,GPZi,-22.27,-8.94,-8.48,7.2,8.14,"Year: 2065
Mean change: -8.9%
SD: ±8.1%"
2065,ssp126,GPZii,-17.17,-1.43,-1.69,15.14,11.75,"Year: 2065
Mean change: -1.4%
SD: ±11.8%"
2065,ssp126,GPZiii,-63.64,-12.2,-11.32,27.09,23.94,"Year: 2065
Mean change: -12.2%
SD: ±23.9%"
2065,ssp126,KRZ,-36.79,-5.78,-4.87,7.96,12.88,"Year: 2065
Mean change: -5.8%
SD: ±12.9%"
2065,ssp126,SOSS,-21.23,-0.37,-5.15,36.28,19.65,"Year: 2065
Mean change: -0.4%
SD: ±19.6%"
2065,ssp126,SRZ,-50.92,-10.12,-8.6,32.71,25.81,"Year: 2065
Mean change: -10.1%
SD: ±25.8%"
2065,ssp585,GPZi,-20.78,-3.75,-2.54,9.19,10.32,"Year: 2065
Mean change: -3.8%
SD: ±10.3%"
2065,ssp585,GPZii,-15.56,-3.79,-7.23,21.54,10.84,"Year: 2065
Mean change: -3.8%
SD: ±10.8%"
2065,ssp585,GPZiii,-58.79,-14.85,-7.65,3.22,18.77,"Year: 2065
Mean change: -14.8%
SD: ±18.8%"
2065,ssp585,KRZ,-33.72,-1.13,3.08,18.43,14.85,"Year: 2065
Mean change: -1.1%
SD: ±14.8%"
2065,ssp585,SOSS,-27.76,8.59,0.96,61.1,27.91,"Year: 2065
Mean change: 8.6%
SD: ±27.9%"
2065,ssp585,SRZ,-36.84,-4.33,1.4,23.61,22.2,"Year: 2065
Mean change: -4.3%
SD: ±22.2%"
2066,ssp126,GPZi,-22.85,-8.03,-6.88,9.83,8.98,"Year: 2066
Mean change: -8%
SD: ±9%"
2066,ssp126,GPZii,-17.66,-1.36,-3.36,20.54,12.63,"Year: 2066
Mean change: -1.4%
SD: ±12.6%"
2066,ssp126,GPZiii,-64.08,-13.39,-8.45,16.32,21.77,"Year: 2066
Mean change: -13.4%
SD: ±21.8%"
2066,ssp126,KRZ,-36.4,-2.26,-7.66,35.59,21.43,"Year: 2066
Mean change: -2.3%
SD: ±21.4%"
2066,ssp126,SOSS,-23.8,-8.54,-10.12,16.92,12.28,"Year: 2066
Mean change: -8.5%
SD: ±12.3%"
2066,ssp126,SRZ,-36.71,-12.59,-14.49,17.55,17.31,"Year: 2066
Mean change: -12.6%
SD: ±17.3%"
2066,ssp585,GPZi,-20.85,-0.81,-0.97,14.02,11.96,"Year: 2066
Mean change: -0.8%
SD: ±12%"
2066,ssp585,GPZii,-17.01,-5.71,-9.37,15.19,10.3,"Year: 2066
Mean change: -5.7%
SD: ±10.3%"
2066,ssp585,GPZiii,-59.32,-10,-3.78,24.51,22.88,"Year: 2066
Mean change: -10%
SD: ±22.9%"
2066,ssp585,KRZ,-33.72,-3.67,-0.57,9.72,13.2,"Year: 2066
Mean change: -3.7%
SD: ±13.2%"
2066,ssp585,SOSS,-28.82,1.91,1.35,24.43,17.5,"Year: 2066
Mean change: 1.9%
SD: ±17.5%"
2066,ssp585,SRZ,-24.1,7.18,7.59,27.58,16.39,"Year: 2066
Mean change: 7.2%
SD: ±16.4%"
2067,ssp126,GPZi,-23.42,-10.24,-12.74,16.42,13.45,"Year: 2067
Mean change: -10.2%
SD: ±13.4%"
2067,ssp126,GPZii,-16.56,-1,0.38,15.72,11.12,"Year: 2067
Mean change: -1%
SD: ±11.1%"
2067,ssp126,GPZiii,-64.49,-13.45,-5.51,9.87,21.8,"Year: 2067
Mean change: -13.4%
SD: ±21.8%"
2067,ssp126,KRZ,-36.14,-6,-5.34,21.21,14.66,"Year: 2067
Mean change: -6%
SD: ±14.7%"
2067,ssp126,SOSS,-29.09,0.41,-1.26,39,20.2,"Year: 2067
Mean change: 0.4%
SD: ±20.2%"
2067,ssp126,SRZ,-61.92,-12.79,-11.24,33.22,31.61,"Year: 2067
Mean change: -12.8%
SD: ±31.6%"
2067,ssp585,GPZi,-20.89,-3.25,-3.43,10.21,10.18,"Year: 2067
Mean change: -3.2%
SD: ±10.2%"
2067,ssp585,GPZii,-20.76,-8.97,-13.08,17.25,11.55,"Year: 2067
Mean change: -9%
SD: ±11.6%"
2067,ssp585,GPZiii,-59.82,-11.35,-6.86,23,21.72,"Year: 2067
Mean change: -11.3%
SD: ±21.7%"
2067,ssp585,KRZ,-33.95,-9.4,-10.6,13.82,13.24,"Year: 2067
Mean change: -9.4%
SD: ±13.2%"
2067,ssp585,SOSS,-29.39,-9.59,-7.82,8.29,12.36,"Year: 2067
Mean change: -9.6%
SD: ±12.4%"
2067,ssp585,SRZ,-23.61,5.64,6.68,31.4,16.66,"Year: 2067
Mean change: 5.6%
SD: ±16.7%"
2068,ssp126,GPZi,-23.88,-7.24,-5.87,6.86,8.65,"Year: 2068
Mean change: -7.2%
SD: ±8.7%"
2068,ssp126,GPZii,-16.23,-1.64,-0.79,12.8,8.96,"Year: 2068
Mean change: -1.6%
SD: ±9%"
2068,ssp126,GPZiii,-64.86,-17.99,-12.79,1.48,19.33,"Year: 2068
Mean change: -18%
SD: ±19.3%"
2068,ssp126,KRZ,-36.05,-7.97,-5.31,9.47,11.46,"Year: 2068
Mean change: -8%
SD: ±11.5%"
2068,ssp126,SOSS,-22.37,0.29,0.01,41.51,18.5,"Year: 2068
Mean change: 0.3%
SD: ±18.5%"
2068,ssp126,SRZ,-23.15,4.31,6.01,39.18,19.56,"Year: 2068
Mean change: 4.3%
SD: ±19.6%"
2068,ssp585,GPZi,-21.01,-4.78,-5.81,8.61,9.5,"Year: 2068
Mean change: -4.8%
SD: ±9.5%"
2068,ssp585,GPZii,-19.64,-7.22,-8.49,10.53,10.03,"Year: 2068
Mean change: -7.2%
SD: ±10%"
2068,ssp585,GPZiii,-60.32,-13.07,-10.61,23.04,22.62,"Year: 2068
Mean change: -13.1%
SD: ±22.6%"
2068,ssp585,KRZ,-34.26,-4.97,-4.58,11.03,12.84,"Year: 2068
Mean change: -5%
SD: ±12.8%"
2068,ssp585,SOSS,-36.15,-10.97,-4.82,13.28,16.82,"Year: 2068
Mean change: -11%
SD: ±16.8%"
2068,ssp585,SRZ,-23.16,7.56,7.46,46.93,19.04,"Year: 2068
Mean change: 7.6%
SD: ±19%"
2069,ssp126,GPZi,-25.01,-12.9,-13.5,5.1,8.72,"Year: 2069
Mean change: -12.9%
SD: ±8.7%"
2069,ssp126,GPZii,-14.91,3.31,1.29,29.39,13.83,"Year: 2069
Mean change: 3.3%
SD: ±13.8%"
2069,ssp126,GPZiii,-65.19,-18.91,-13.55,-0.63,19.01,"Year: 2069
Mean change: -18.9%
SD: ±19%"
2069,ssp126,KRZ,-36.12,-4.56,-7.49,18.39,16.23,"Year: 2069
Mean change: -4.6%
SD: ±16.2%"
2069,ssp126,SOSS,-21.52,-2.57,-2.56,22.1,14.47,"Year: 2069
Mean change: -2.6%
SD: ±14.5%"
2069,ssp126,SRZ,-46.92,-15.29,-15.09,15.18,19.52,"Year: 2069
Mean change: -15.3%
SD: ±19.5%"
2069,ssp585,GPZi,-21.11,-1.04,-0.65,14.88,11.53,"Year: 2069
Mean change: -1%
SD: ±11.5%"
2069,ssp585,GPZii,-20.16,-3.46,-5.79,19.55,11.9,"Year: 2069
Mean change: -3.5%
SD: ±11.9%"
2069,ssp585,GPZiii,-60.79,-12.31,-16.05,34.99,26.37,"Year: 2069
Mean change: -12.3%
SD: ±26.4%"
2069,ssp585,KRZ,-34.58,-4.48,-2.79,9.24,12.44,"Year: 2069
Mean change: -4.5%
SD: ±12.4%"
2069,ssp585,SOSS,-30.45,-1.82,-1.07,28,16.19,"Year: 2069
Mean change: -1.8%
SD: ±16.2%"
2069,ssp585,SRZ,-22.97,6.33,6.61,56.24,23.51,"Year: 2069
Mean change: 6.3%
SD: ±23.5%"
2070,ssp126,GPZi,-24.92,-11.14,-15.78,22.82,13.29,"Year: 2070
Mean change: -11.1%
SD: ±13.3%"
2070,ssp126,GPZii,-12.81,-1.65,-3.69,8.52,6.98,"Year: 2070
Mean change: -1.6%
SD: ±7%"
2070,ssp126,GPZiii,-65.48,-5.87,-9.04,57.66,33.2,"Year: 2070
Mean change: -5.9%
SD: ±33.2%"
2070,ssp126,KRZ,-36.28,-10.3,-9.28,17.74,13.95,"Year: 2070
Mean change: -10.3%
SD: ±13.9%"
2070,ssp126,SOSS,-22.25,3.74,0.92,31,16.11,"Year: 2070
Mean change: 3.7%
SD: ±16.1%"
2070,ssp126,SRZ,-31.07,-7.96,-19.59,65.24,28.69,"Year: 2070
Mean change: -8%
SD: ±28.7%"
2070,ssp585,GPZi,-21.11,-1.95,-1.26,12.21,10.8,"Year: 2070
Mean change: -2%
SD: ±10.8%"
2070,ssp585,GPZii,-19.88,-5.61,-7.74,14.64,10.48,"Year: 2070
Mean change: -5.6%
SD: ±10.5%"
2070,ssp585,GPZiii,-61.18,-20.68,-16.55,2.16,18.34,"Year: 2070
Mean change: -20.7%
SD: ±18.3%"
2070,ssp585,KRZ,-34.74,-3.07,-5.57,23.61,16.74,"Year: 2070
Mean change: -3.1%
SD: ±16.7%"
2070,ssp585,SOSS,-30.7,-0.01,0.99,17.76,14.09,"Year: 2070
Mean change: 0%
SD: ±14.1%"
2070,ssp585,SRZ,-22.97,7.86,6.81,50.75,19.94,"Year: 2070
Mean change: 7.9%
SD: ±19.9%"
2071,ssp126,GPZi,-29.51,-14.76,-15.83,4.2,11.27,"Year: 2071
Mean change: -14.8%
SD: ±11.3%"
2071,ssp126,GPZii,-10.77,0.26,-3.13,18.97,10.09,"Year: 2071
Mean change: 0.3%
SD: ±10.1%"
2071,ssp126,GPZiii,-65.71,-16.53,-11.03,9.02,20.18,"Year: 2071
Mean change: -16.5%
SD: ±20.2%"
2071,ssp126,KRZ,-36.62,-6.12,-5.67,20.44,15.05,"Year: 2071
Mean change: -6.1%
SD: ±15.1%"
2071,ssp126,SOSS,-37.4,-8.99,-6.33,27.13,19.64,"Year: 2071
Mean change: -9%
SD: ±19.6%"
2071,ssp126,SRZ,-77.79,-23.92,-18.55,4.22,30.67,"Year: 2071
Mean change: -23.9%
SD: ±30.7%"
2071,ssp585,GPZi,-20.93,-1.6,-1.95,15.66,12.12,"Year: 2071
Mean change: -1.6%
SD: ±12.1%"
2071,ssp585,GPZii,-19.28,-4.42,-7.04,17.46,10.59,"Year: 2071
Mean change: -4.4%
SD: ±10.6%"
2071,ssp585,GPZiii,-61.57,-10.28,-10.61,30.58,25.31,"Year: 2071
Mean change: -10.3%
SD: ±25.3%"
2071,ssp585,KRZ,-34.71,-5.73,-5.49,16.63,13.53,"Year: 2071
Mean change: -5.7%
SD: ±13.5%"
2071,ssp585,SOSS,-30.99,-6.6,-6.64,15.89,15.17,"Year: 2071
Mean change: -6.6%
SD: ±15.2%"
2071,ssp585,SRZ,-23.02,6.03,0.93,42.52,21.91,"Year: 2071
Mean change: 6%
SD: ±21.9%"
2072,ssp126,GPZi,-26.06,-7.96,-6.92,2.33,9.25,"Year: 2072
Mean change: -8%
SD: ±9.2%"
2072,ssp126,GPZii,-10.81,1.57,-1.23,19.74,10.39,"Year: 2072
Mean change: 1.6%
SD: ±10.4%"
2072,ssp126,GPZiii,-65.93,-15.58,-10.34,6.35,19.81,"Year: 2072
Mean change: -15.6%
SD: ±19.8%"
2072,ssp126,KRZ,-36.84,-1.59,-2.8,19.27,16.86,"Year: 2072
Mean change: -1.6%
SD: ±16.9%"
