year,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,tooltip
2036,ssp126,-7.65,-4.05,-4.2,-1.48,2.31,Kerguelen Islands,"Year: 2036
Mean change: -4%
SD: ±2.3%"
2036,ssp585,-14.92,-4.57,-4.64,3.44,4.82,Kerguelen Islands,"Year: 2036
Mean change: -4.6%
SD: ±4.8%"
2037,ssp126,-7.26,-4.37,-5.36,-0.91,2.41,Kerguelen Islands,"Year: 2037
Mean change: -4.4%
SD: ±2.4%"
2037,ssp585,-8.57,-3.32,-3.37,4.04,3.67,Kerguelen Islands,"Year: 2037
Mean change: -3.3%
SD: ±3.7%"
2038,ssp126,-17.58,-4.77,-3.78,3.6,5.74,Kerguelen Islands,"Year: 2038
Mean change: -4.8%
SD: ±5.7%"
2038,ssp585,-10.91,-4.82,-5.15,-0.67,3.41,Kerguelen Islands,"Year: 2038
Mean change: -4.8%
SD: ±3.4%"
2039,ssp126,-15.22,-6.18,-6.03,-0.05,4.64,Kerguelen Islands,"Year: 2039
Mean change: -6.2%
SD: ±4.6%"
2039,ssp585,-13.96,-5.2,-5.59,2.33,4.65,Kerguelen Islands,"Year: 2039
Mean change: -5.2%
SD: ±4.7%"
2040,ssp126,-16.29,-4.81,-3.89,3.99,5.13,Kerguelen Islands,"Year: 2040
Mean change: -4.8%
SD: ±5.1%"
2040,ssp585,-10.86,-5.22,-6.13,2.21,4.6,Kerguelen Islands,"Year: 2040
Mean change: -5.2%
SD: ±4.6%"
2041,ssp126,-17.17,-6.25,-5.42,5.13,6.41,Kerguelen Islands,"Year: 2041
Mean change: -6.2%
SD: ±6.4%"
2041,ssp585,-11.66,-4.8,-5.01,0.39,3.68,Kerguelen Islands,"Year: 2041
Mean change: -4.8%
SD: ±3.7%"
2042,ssp126,-16.48,-5.37,-6.26,2.88,5.6,Kerguelen Islands,"Year: 2042
Mean change: -5.4%
SD: ±5.6%"
2042,ssp585,-18.15,-5.44,-4.83,2.56,6.16,Kerguelen Islands,"Year: 2042
Mean change: -5.4%
SD: ±6.2%"
2043,ssp126,-9.42,-4.33,-3.39,1.71,3.76,Kerguelen Islands,"Year: 2043
Mean change: -4.3%
SD: ±3.8%"
2043,ssp585,-14.26,-5.61,-5.04,0.97,4.67,Kerguelen Islands,"Year: 2043
Mean change: -5.6%
SD: ±4.7%"
2044,ssp126,-10.55,-3.06,-2.75,3.96,4.76,Kerguelen Islands,"Year: 2044
Mean change: -3.1%
SD: ±4.8%"
2044,ssp585,-18.46,-6.37,-6.03,0.43,5.32,Kerguelen Islands,"Year: 2044
Mean change: -6.4%
SD: ±5.3%"
2045,ssp126,-16.45,-5.03,-3.9,0.87,4.93,Kerguelen Islands,"Year: 2045
Mean change: -5%
SD: ±4.9%"
2045,ssp585,-16.77,-6.53,-6.56,0.76,5.18,Kerguelen Islands,"Year: 2045
Mean change: -6.5%
SD: ±5.2%"
2046,ssp126,-12.6,-4.98,-6.64,4.35,5.38,Kerguelen Islands,"Year: 2046
Mean change: -5%
SD: ±5.4%"
2046,ssp585,-16.4,-5.8,-5.59,5.88,6.1,Kerguelen Islands,"Year: 2046
Mean change: -5.8%
SD: ±6.1%"
2047,ssp126,-8.91,-3.31,-3.31,4.14,4.38,Kerguelen Islands,"Year: 2047
Mean change: -3.3%
SD: ±4.4%"
2047,ssp585,-22.03,-5.18,-5.85,6.55,8.38,Kerguelen Islands,"Year: 2047
Mean change: -5.2%
SD: ±8.4%"
2048,ssp126,-14.48,-4.56,-4.15,2.53,5.26,Kerguelen Islands,"Year: 2048
Mean change: -4.6%
SD: ±5.3%"
2048,ssp585,-21.41,-6.28,-6.73,3.4,7.41,Kerguelen Islands,"Year: 2048
Mean change: -6.3%
SD: ±7.4%"
2049,ssp126,-15.79,-4.9,-4.57,4.5,6.01,Kerguelen Islands,"Year: 2049
Mean change: -4.9%
SD: ±6%"
2049,ssp585,-20.4,-6.59,-6.42,1.84,6.76,Kerguelen Islands,"Year: 2049
Mean change: -6.6%
SD: ±6.8%"
2050,ssp126,-13.28,-4.62,-4.08,4.55,5.18,Kerguelen Islands,"Year: 2050
Mean change: -4.6%
SD: ±5.2%"
2050,ssp585,-26.19,-7.22,-7.15,5.27,8.7,Kerguelen Islands,"Year: 2050
Mean change: -7.2%
SD: ±8.7%"
2051,ssp126,-14.45,-5.52,-4.5,0.26,4.93,Kerguelen Islands,"Year: 2051
Mean change: -5.5%
SD: ±4.9%"
2051,ssp585,-22.15,-6.75,-6.38,6.11,8.71,Kerguelen Islands,"Year: 2051
Mean change: -6.8%
SD: ±8.7%"
2052,ssp126,-13.16,-4.95,-4.6,3.92,4.9,Kerguelen Islands,"Year: 2052
Mean change: -5%
SD: ±4.9%"
2052,ssp585,-24.17,-8,-7.24,2.05,7.64,Kerguelen Islands,"Year: 2052
Mean change: -8%
SD: ±7.6%"
2053,ssp126,-12.47,-3.88,-2.99,3.76,5.8,Kerguelen Islands,"Year: 2053
Mean change: -3.9%
SD: ±5.8%"
2053,ssp585,-22.65,-8.01,-8.41,0.39,6.49,Kerguelen Islands,"Year: 2053
Mean change: -8%
SD: ±6.5%"
2054,ssp126,-16.62,-4.67,-3.77,4.59,6.2,Kerguelen Islands,"Year: 2054
Mean change: -4.7%
SD: ±6.2%"
2054,ssp585,-19.84,-6.69,-6.23,4.57,7.93,Kerguelen Islands,"Year: 2054
Mean change: -6.7%
SD: ±7.9%"
2055,ssp126,-17.39,-4.88,-5.79,4.71,6.45,Kerguelen Islands,"Year: 2055
Mean change: -4.9%
SD: ±6.4%"
2055,ssp585,-23.53,-8.69,-8.26,1.57,8.4,Kerguelen Islands,"Year: 2055
Mean change: -8.7%
SD: ±8.4%"
2056,ssp126,-12.06,-4.7,-5.53,3.53,4.52,Kerguelen Islands,"Year: 2056
Mean change: -4.7%
SD: ±4.5%"
2056,ssp585,-15.69,-5.65,-7.36,7.77,7.19,Kerguelen Islands,"Year: 2056
Mean change: -5.7%
SD: ±7.2%"
2057,ssp126,-17.26,-5.63,-5.04,-0.04,4.91,Kerguelen Islands,"Year: 2057
Mean change: -5.6%
SD: ±4.9%"
2057,ssp585,-20.29,-7.67,-7.36,1.23,6.18,Kerguelen Islands,"Year: 2057
Mean change: -7.7%
SD: ±6.2%"
2058,ssp126,-12.79,-5.95,-6.52,3.83,5.22,Kerguelen Islands,"Year: 2058
Mean change: -6%
SD: ±5.2%"
2058,ssp585,-16.28,-6.47,-5.12,3.5,5.89,Kerguelen Islands,"Year: 2058
Mean change: -6.5%
SD: ±5.9%"
2059,ssp126,-15.76,-5.35,-5.68,3.19,5.49,Kerguelen Islands,"Year: 2059
Mean change: -5.3%
SD: ±5.5%"
2059,ssp585,-16.57,-6.8,-6.95,2.36,6.07,Kerguelen Islands,"Year: 2059
Mean change: -6.8%
SD: ±6.1%"
2060,ssp126,-20.04,-5.99,-6.77,7.09,7.69,Kerguelen Islands,"Year: 2060
Mean change: -6%
SD: ±7.7%"
2060,ssp585,-16.9,-6.31,-4.83,5.15,6.63,Kerguelen Islands,"Year: 2060
Mean change: -6.3%
SD: ±6.6%"
2061,ssp126,-13.48,-4.42,-4.85,6.83,5.94,Kerguelen Islands,"Year: 2061
Mean change: -4.4%
SD: ±5.9%"
2061,ssp585,-26.2,-8.85,-8.35,-0.05,7.82,Kerguelen Islands,"Year: 2061
Mean change: -8.8%
SD: ±7.8%"
2062,ssp126,-9.31,-4.31,-6.92,4.55,4.97,Kerguelen Islands,"Year: 2062
Mean change: -4.3%
SD: ±5%"
2062,ssp585,-26.11,-8.72,-8.24,7.75,9.09,Kerguelen Islands,"Year: 2062
Mean change: -8.7%
SD: ±9.1%"
2063,ssp126,-11.38,-5.34,-5.96,2.25,4.18,Kerguelen Islands,"Year: 2063
Mean change: -5.3%
SD: ±4.2%"
2063,ssp585,-23.5,-8.72,-8.97,3.34,8.94,Kerguelen Islands,"Year: 2063
Mean change: -8.7%
SD: ±8.9%"
2064,ssp126,-9.49,-4.9,-6.27,1.42,3.53,Kerguelen Islands,"Year: 2064
Mean change: -4.9%
SD: ±3.5%"
2064,ssp585,-26.91,-10.48,-10.01,1.28,8.36,Kerguelen Islands,"Year: 2064
Mean change: -10.5%
SD: ±8.4%"
2065,ssp126,-12.36,-5.37,-5.73,-0.16,3.75,Kerguelen Islands,"Year: 2065
Mean change: -5.4%
SD: ±3.8%"
2065,ssp585,-25.41,-9.1,-9.59,4.24,8.9,Kerguelen Islands,"Year: 2065
Mean change: -9.1%
SD: ±8.9%"
2066,ssp126,-8.92,-3.94,-4.57,3.57,3.85,Kerguelen Islands,"Year: 2066
Mean change: -3.9%
SD: ±3.9%"
2066,ssp585,-33.23,-9.96,-11.35,4.84,10.75,Kerguelen Islands,"Year: 2066
Mean change: -10%
SD: ±10.8%"
2067,ssp126,-20.42,-7.37,-6.68,2.65,6.6,Kerguelen Islands,"Year: 2067
Mean change: -7.4%
SD: ±6.6%"
2067,ssp585,-18.7,-8.43,-8.68,3.44,7.15,Kerguelen Islands,"Year: 2067
Mean change: -8.4%
SD: ±7.2%"
2068,ssp126,-16.7,-7.75,-7.68,-0.11,5.58,Kerguelen Islands,"Year: 2068
Mean change: -7.8%
SD: ±5.6%"
2068,ssp585,-23.43,-10.02,-9.88,4.27,8.39,Kerguelen Islands,"Year: 2068
Mean change: -10%
SD: ±8.4%"
2069,ssp126,-15.26,-6.48,-7.01,0.33,4.89,Kerguelen Islands,"Year: 2069
Mean change: -6.5%
SD: ±4.9%"
2069,ssp585,-28.04,-12.33,-11.8,0.78,9.39,Kerguelen Islands,"Year: 2069
Mean change: -12.3%
SD: ±9.4%"
2070,ssp126,-11.2,-4.44,-4.22,1.47,3.85,Kerguelen Islands,"Year: 2070
Mean change: -4.4%
SD: ±3.9%"
2070,ssp585,-25.32,-11.25,-11.25,3.59,9.42,Kerguelen Islands,"Year: 2070
Mean change: -11.2%
SD: ±9.4%"
2071,ssp126,-8.97,-3.82,-3.83,2.07,3.39,Kerguelen Islands,"Year: 2071
Mean change: -3.8%
SD: ±3.4%"
2071,ssp585,-29.5,-12.4,-11.97,1.55,9.84,Kerguelen Islands,"Year: 2071
Mean change: -12.4%
SD: ±9.8%"
2072,ssp126,-9,-4.06,-4.26,3.92,4.24,Kerguelen Islands,"Year: 2072
Mean change: -4.1%
SD: ±4.2%"
2072,ssp585,-28.86,-12.34,-12.11,0.08,9.95,Kerguelen Islands,"Year: 2072
Mean change: -12.3%
SD: ±9.9%"
2073,ssp126,-13.07,-6.82,-5.97,-0.94,4.43,Kerguelen Islands,"Year: 2073
Mean change: -6.8%
SD: ±4.4%"
2073,ssp585,-28.93,-10.88,-10.76,4.32,10.62,Kerguelen Islands,"Year: 2073
Mean change: -10.9%
SD: ±10.6%"
2074,ssp126,-25.43,-6.32,-4.35,3.63,7.96,Kerguelen Islands,"Year: 2074
Mean change: -6.3%
SD: ±8%"
2074,ssp585,-32.64,-12.72,-12.32,5.56,11.73,Kerguelen Islands,"Year: 2074
Mean change: -12.7%
SD: ±11.7%"
2075,ssp126,-16.56,-5.02,-4.09,4.04,5.53,Kerguelen Islands,"Year: 2075
Mean change: -5%
SD: ±5.5%"
2075,ssp585,-30.66,-12.66,-12.66,4.95,10.63,Kerguelen Islands,"Year: 2075
Mean change: -12.7%
SD: ±10.6%"
2076,ssp126,-17.53,-4.62,-4.04,3.97,6.25,Kerguelen Islands,"Year: 2076
Mean change: -4.6%
SD: ±6.2%"
2076,ssp585,-25.62,-9.87,-11.29,9.94,10.56,Kerguelen Islands,"Year: 2076
Mean change: -9.9%
SD: ±10.6%"
2077,ssp126,-16.48,-6.21,-5.42,-0.15,5.74,Kerguelen Islands,"Year: 2077
Mean change: -6.2%
SD: ±5.7%"
2077,ssp585,-25.92,-11.17,-10.86,3.69,9.91,Kerguelen Islands,"Year: 2077
Mean change: -11.2%
SD: ±9.9%"
2078,ssp126,-14.89,-5.8,-5.67,2.34,5.14,Kerguelen Islands,"Year: 2078
Mean change: -5.8%
SD: ±5.1%"
2078,ssp585,-34.98,-14.32,-13.39,3.06,11.5,Kerguelen Islands,"Year: 2078
Mean change: -14.3%
SD: ±11.5%"
2079,ssp126,-13.53,-4.43,-3.47,3.17,5.99,Kerguelen Islands,"Year: 2079
Mean change: -4.4%
SD: ±6%"
2079,ssp585,-26.4,-12.73,-13.18,-0.19,8.77,Kerguelen Islands,"Year: 2079
Mean change: -12.7%
SD: ±8.8%"
2080,ssp126,-12.36,-4.56,-4.2,0.39,4.04,Kerguelen Islands,"Year: 2080
Mean change: -4.6%
SD: ±4%"
2080,ssp585,-27.93,-12.5,-13.08,3.33,10.13,Kerguelen Islands,"Year: 2080
Mean change: -12.5%
SD: ±10.1%"
2081,ssp126,-14.48,-5.72,-4.91,1.27,4.82,Kerguelen Islands,"Year: 2081
Mean change: -5.7%
SD: ±4.8%"
2081,ssp585,-27.01,-10.87,-10.78,6.06,11.14,Kerguelen Islands,"Year: 2081
Mean change: -10.9%
SD: ±11.1%"
2082,ssp126,-20.5,-7.35,-6.64,1.88,6.35,Kerguelen Islands,"Year: 2082
Mean change: -7.3%
SD: ±6.3%"
2082,ssp585,-33.99,-13.12,-13.18,3.78,12,Kerguelen Islands,"Year: 2082
Mean change: -13.1%
SD: ±12%"
2083,ssp126,-15.08,-8.25,-8.17,-1.02,4.65,Kerguelen Islands,"Year: 2083
Mean change: -8.2%
SD: ±4.7%"
2083,ssp585,-31.76,-12.61,-13.57,5.41,11.52,Kerguelen Islands,"Year: 2083
Mean change: -12.6%
SD: ±11.5%"
2084,ssp126,-12.57,-6.47,-7.36,2.48,4.52,Kerguelen Islands,"Year: 2084
Mean change: -6.5%
SD: ±4.5%"
2084,ssp585,-30.42,-13.31,-13.72,4.11,11.13,Kerguelen Islands,"Year: 2084
Mean change: -13.3%
SD: ±11.1%"
2085,ssp126,-17.63,-6.43,-6.53,-0.03,5.34,Kerguelen Islands,"Year: 2085
Mean change: -6.4%
SD: ±5.3%"
2085,ssp585,-40.03,-14.93,-14.71,4.2,12.32,Kerguelen Islands,"Year: 2085
Mean change: -14.9%
SD: ±12.3%"
2086,ssp126,-16.33,-6.7,-7.29,3.73,6.39,Kerguelen Islands,"Year: 2086
Mean change: -6.7%
SD: ±6.4%"
2086,ssp585,-42.34,-16.96,-16.33,3.83,13.07,Kerguelen Islands,"Year: 2086
Mean change: -17%
SD: ±13.1%"
2087,ssp126,-10.19,-4.41,-5.06,2.95,4.81,Kerguelen Islands,"Year: 2087
Mean change: -4.4%
SD: ±4.8%"
2087,ssp585,-35.25,-16.64,-16.63,4.53,11.37,Kerguelen Islands,"Year: 2087
Mean change: -16.6%
SD: ±11.4%"
2088,ssp126,-16.72,-6.51,-6.76,0.48,5.02,Kerguelen Islands,"Year: 2088
Mean change: -6.5%
SD: ±5%"
2088,ssp585,-35.48,-16.03,-15.65,4.3,11.51,Kerguelen Islands,"Year: 2088
Mean change: -16%
SD: ±11.5%"
2089,ssp126,-12.21,-6.25,-6.25,-0.58,3.69,Kerguelen Islands,"Year: 2089
Mean change: -6.2%
SD: ±3.7%"
2089,ssp585,-40.1,-16.62,-17.36,1.7,13.44,Kerguelen Islands,"Year: 2089
Mean change: -16.6%
SD: ±13.4%"
2090,ssp126,-14.24,-5.49,-5.72,-0.46,4.63,Kerguelen Islands,"Year: 2090
Mean change: -5.5%
SD: ±4.6%"
2090,ssp585,-41.23,-15.77,-16.41,3.98,13.73,Kerguelen Islands,"Year: 2090
Mean change: -15.8%
SD: ±13.7%"
2091,ssp126,-17.08,-5.55,-5.65,5.18,6.62,Kerguelen Islands,"Year: 2091
Mean change: -5.6%
SD: ±6.6%"
2091,ssp585,-36.51,-16.39,-16.86,-0.99,12.03,Kerguelen Islands,"Year: 2091
Mean change: -16.4%
SD: ±12%"
2092,ssp126,-17.55,-8.12,-8.11,-0.08,5.89,Kerguelen Islands,"Year: 2092
Mean change: -8.1%
SD: ±5.9%"
2092,ssp585,-39.79,-17.21,-17.64,2.4,13.56,Kerguelen Islands,"Year: 2092
Mean change: -17.2%
SD: ±13.6%"
2093,ssp126,-15.84,-6.92,-7.16,-0.29,4.84,Kerguelen Islands,"Year: 2093
Mean change: -6.9%
SD: ±4.8%"
2093,ssp585,-36.54,-15.21,-15.99,5.06,12.52,Kerguelen Islands,"Year: 2093
Mean change: -15.2%
SD: ±12.5%"
2094,ssp126,-20.89,-7.22,-6.58,4.17,7.28,Kerguelen Islands,"Year: 2094
Mean change: -7.2%
SD: ±7.3%"
2094,ssp585,-44.87,-16.25,-18.19,6.3,15.71,Kerguelen Islands,"Year: 2094
Mean change: -16.2%
SD: ±15.7%"
2095,ssp126,-12.47,-6.04,-6.4,2.36,4.75,Kerguelen Islands,"Year: 2095
Mean change: -6%
SD: ±4.8%"
2095,ssp585,-39.36,-16.54,-18.13,3.35,13.75,Kerguelen Islands,"Year: 2095
Mean change: -16.5%
SD: ±13.8%"
2096,ssp126,-21.11,-7.59,-7.76,1.55,6.58,Kerguelen Islands,"Year: 2096
Mean change: -7.6%
SD: ±6.6%"
2096,ssp585,-42,-16.04,-17.53,6.55,14.94,Kerguelen Islands,"Year: 2096
Mean change: -16%
SD: ±14.9%"
2097,ssp126,-18.85,-8.4,-7.72,0.16,6.14,Kerguelen Islands,"Year: 2097
Mean change: -8.4%
SD: ±6.1%"
2097,ssp585,-37.82,-16.64,-17.19,5.85,14.04,Kerguelen Islands,"Year: 2097
Mean change: -16.6%
SD: ±14%"
2098,ssp126,-16.25,-8.14,-8.42,2.9,6.23,Kerguelen Islands,"Year: 2098
Mean change: -8.1%
SD: ±6.2%"
2098,ssp585,-44.08,-18.38,-18.9,5.9,14.89,Kerguelen Islands,"Year: 2098
Mean change: -18.4%
SD: ±14.9%"
2099,ssp126,-13.4,-7.3,-8.45,2.58,4.87,Kerguelen Islands,"Year: 2099
Mean change: -7.3%
SD: ±4.9%"
2099,ssp585,-41.68,-17.69,-18.33,5.49,14.43,Kerguelen Islands,"Year: 2099
Mean change: -17.7%
SD: ±14.4%"
2100,ssp126,-12.69,-7.55,-8.2,-1.06,3.94,Kerguelen Islands,"Year: 2100
Mean change: -7.6%
SD: ±3.9%"
2100,ssp585,-40.35,-18.18,-18.99,4.74,14.29,Kerguelen Islands,"Year: 2100
Mean change: -18.2%
SD: ±14.3%"
1950,historical,-10.12,-1.79,-2.88,7,6.25,Pacific,"Year: 1950
Mean change: -1.8%
SD: ±6.2%"
1951,historical,-10.38,-3.07,-5.1,6.19,5.64,Pacific,"Year: 1951
Mean change: -3.1%
SD: ±5.6%"
1952,historical,-8.7,-3.07,-4.42,5.33,4.72,Pacific,"Year: 1952
Mean change: -3.1%
SD: ±4.7%"
1953,historical,-12.65,-3.51,-4.39,4.4,5.02,Pacific,"Year: 1953
Mean change: -3.5%
SD: ±5%"
1954,historical,-8.51,-2.6,-3.95,3.6,3.78,Pacific,"Year: 1954
Mean change: -2.6%
SD: ±3.8%"
1955,historical,-6.88,-1.44,-1.75,3.49,3.66,Pacific,"Year: 1955
Mean change: -1.4%
SD: ±3.7%"
1956,historical,-6.21,-1.72,-3.02,6.81,4.59,Pacific,"Year: 1956
Mean change: -1.7%
SD: ±4.6%"
1957,historical,-8.89,-2.71,-3.07,5.73,5,Pacific,"Year: 1957
Mean change: -2.7%
SD: ±5%"
1958,historical,-8.74,-2.77,-3.07,1.79,3.38,Pacific,"Year: 1958
Mean change: -2.8%
SD: ±3.4%"
1959,historical,-5.05,-1.97,-2.4,2.5,2.11,Pacific,"Year: 1959
Mean change: -2%
SD: ±2.1%"
1960,historical,-8.71,-1.06,-0.85,2.5,3.37,Pacific,"Year: 1960
Mean change: -1.1%
SD: ±3.4%"
1961,historical,-8.17,-2.28,-2.35,2.26,2.92,Pacific,"Year: 1961
Mean change: -2.3%
SD: ±2.9%"
1962,historical,-5.22,-1.87,-2.37,1.58,2.23,Pacific,"Year: 1962
Mean change: -1.9%
SD: ±2.2%"
1963,historical,-4.78,-1.09,-1.97,4.3,2.86,Pacific,"Year: 1963
Mean change: -1.1%
SD: ±2.9%"
1964,historical,-8.15,-3.15,-2.85,0.66,2.58,Pacific,"Year: 1964
Mean change: -3.1%
SD: ±2.6%"
1965,historical,-5.88,-2.08,-2.77,1.49,2.38,Pacific,"Year: 1965
Mean change: -2.1%
SD: ±2.4%"
1966,historical,-6.3,1.29,1.62,9.82,4.74,Pacific,"Year: 1966
Mean change: 1.3%
SD: ±4.7%"
1967,historical,-7.02,-0.2,-0.3,6.11,4.81,Pacific,"Year: 1967
Mean change: -0.2%
SD: ±4.8%"
1968,historical,-7.95,-2.19,-1.68,3.82,3.65,Pacific,"Year: 1968
Mean change: -2.2%
SD: ±3.6%"
1969,historical,-4.98,-0.74,-1.94,8.67,4.54,Pacific,"Year: 1969
Mean change: -0.7%
SD: ±4.5%"
1970,historical,-4.93,-1.31,-2.56,4.59,3.13,Pacific,"Year: 1970
Mean change: -1.3%
SD: ±3.1%"
1971,historical,-5.3,-0.82,-0.14,5.58,3.6,Pacific,"Year: 1971
Mean change: -0.8%
SD: ±3.6%"
1972,historical,-5.67,0.11,-0.07,8.37,4.88,Pacific,"Year: 1972
Mean change: 0.1%
SD: ±4.9%"
1973,historical,-6.71,-2.08,-2.47,3.1,3.48,Pacific,"Year: 1973
Mean change: -2.1%
SD: ±3.5%"
1974,historical,-8.75,-4.23,-4.74,2.3,3.81,Pacific,"Year: 1974
Mean change: -4.2%
SD: ±3.8%"
1975,historical,-9.2,-3.9,-4.16,1.83,3.32,Pacific,"Year: 1975
Mean change: -3.9%
SD: ±3.3%"
1976,historical,-7.68,-1.55,-1.26,3.44,3.64,Pacific,"Year: 1976
Mean change: -1.6%
SD: ±3.6%"
1977,historical,-6.94,-2.91,-2.61,1.78,3.25,Pacific,"Year: 1977
Mean change: -2.9%
SD: ±3.2%"
1978,historical,-6.66,-2.08,-1.36,1.69,2.88,Pacific,"Year: 1978
Mean change: -2.1%
SD: ±2.9%"
1979,historical,-6.56,-0.39,-0.88,8.56,3.96,Pacific,"Year: 1979
Mean change: -0.4%
SD: ±4%"
1980,historical,-6.65,-1.23,-1.24,3.26,2.51,Pacific,"Year: 1980
Mean change: -1.2%
SD: ±2.5%"
1981,historical,-10.3,-3.73,-3.56,1.69,3.51,Pacific,"Year: 1981
Mean change: -3.7%
SD: ±3.5%"
1982,historical,-9.02,-3.37,-3.91,4.23,3.94,Pacific,"Year: 1982
Mean change: -3.4%
SD: ±3.9%"
1983,historical,-12.18,-2.72,-1.7,3.15,4.48,Pacific,"Year: 1983
Mean change: -2.7%
SD: ±4.5%"
1984,historical,-10.66,-1.01,1.01,6.27,5.03,Pacific,"Year: 1984
Mean change: -1%
SD: ±5%"
1985,historical,-7.02,-1.98,-1.83,2.97,3.29,Pacific,"Year: 1985
Mean change: -2%
SD: ±3.3%"
1986,historical,-6.58,-0.94,-0.97,4.7,4.43,Pacific,"Year: 1986
Mean change: -0.9%
SD: ±4.4%"
1987,historical,-7.51,-0.1,0.48,5.47,4.63,Pacific,"Year: 1987
Mean change: -0.1%
SD: ±4.6%"
1988,historical,-7.53,0.9,1.41,6.69,4.76,Pacific,"Year: 1988
Mean change: 0.9%
SD: ±4.8%"
1989,historical,-5.86,-1.14,-1.6,6.69,4.32,Pacific,"Year: 1989
Mean change: -1.1%
SD: ±4.3%"
1990,historical,-6.88,0.64,-0.01,9.83,6.01,Pacific,"Year: 1990
Mean change: 0.6%
SD: ±6%"
1991,historical,-5.01,0.74,0.18,8.49,4.27,Pacific,"Year: 1991
Mean change: 0.7%
SD: ±4.3%"
1992,historical,-9.83,-2.63,-4.77,9.37,6.49,Pacific,"Year: 1992
Mean change: -2.6%
SD: ±6.5%"
1993,historical,-11.33,-1.69,-2.87,7.97,6.28,Pacific,"Year: 1993
Mean change: -1.7%
SD: ±6.3%"
1994,historical,-11.57,-1.69,-1.5,6.74,5.11,Pacific,"Year: 1994
Mean change: -1.7%
SD: ±5.1%"
1995,historical,-11.54,-1.54,-0.95,5.63,5.03,Pacific,"Year: 1995
Mean change: -1.5%
SD: ±5%"
1996,historical,-13.68,-1.99,-2.76,5.22,5.5,Pacific,"Year: 1996
Mean change: -2%
SD: ±5.5%"
1997,historical,-11.9,-3.76,-4.48,3.86,4.36,Pacific,"Year: 1997
Mean change: -3.8%
SD: ±4.4%"
1998,historical,-9.08,-4,-4.47,2.55,3.52,Pacific,"Year: 1998
Mean change: -4%
SD: ±3.5%"
1999,historical,-8.37,-1.89,-2.41,3.03,4.07,Pacific,"Year: 1999
Mean change: -1.9%
SD: ±4.1%"
2000,historical,-5.81,-2.13,-2.15,1.57,2.29,Pacific,"Year: 2000
Mean change: -2.1%
SD: ±2.3%"
2001,historical,-8.28,-0.12,1.23,4.05,3.58,Pacific,"Year: 2001
Mean change: -0.1%
SD: ±3.6%"
2002,historical,-8.47,-0.74,0.25,3.53,3.76,Pacific,"Year: 2002
Mean change: -0.7%
SD: ±3.8%"
2003,historical,-4.07,0.02,0.16,5.84,2.81,Pacific,"Year: 2003
Mean change: 0%
SD: ±2.8%"
2004,historical,-7.8,-0.91,-0.5,6.7,4.57,Pacific,"Year: 2004
Mean change: -0.9%
SD: ±4.6%"
2005,historical,-5.76,-0.98,-0.22,1.83,2.67,Pacific,"Year: 2005
Mean change: -1%
SD: ±2.7%"
2006,historical,-7.35,-0.1,-0.54,4.77,3.7,Pacific,"Year: 2006
Mean change: -0.1%
SD: ±3.7%"
2007,historical,-8.51,-1.75,-1.37,1.84,2.87,Pacific,"Year: 2007
Mean change: -1.8%
SD: ±2.9%"
2008,historical,-7.61,-0.8,0.21,2.26,3.2,Pacific,"Year: 2008
Mean change: -0.8%
SD: ±3.2%"
2009,historical,-0.77,2.5,2.32,8.05,2.64,Pacific,"Year: 2009
Mean change: 2.5%
SD: ±2.6%"
2010,historical,-2.05,1.73,0.45,8.3,3.49,Pacific,"Year: 2010
Mean change: 1.7%
SD: ±3.5%"
2011,historical,-4.2,0.01,-0.23,5.41,2.39,Pacific,"Year: 2011
Mean change: 0%
SD: ±2.4%"
2012,historical,-1.97,0.25,-0.5,4.71,2.03,Pacific,"Year: 2012
Mean change: 0.2%
SD: ±2%"
2013,historical,-4.43,-0.45,-1.02,5.38,2.83,Pacific,"Year: 2013
Mean change: -0.4%
SD: ±2.8%"
2014,historical,-6.8,-0.4,-0.44,4.05,3.29,Pacific,"Year: 2014
Mean change: -0.4%
SD: ±3.3%"
2015,ssp126,-6.25,-1.5,-2.32,4.01,3.37,Pacific,"Year: 2015
Mean change: -1.5%
SD: ±3.4%"
2015,ssp585,-9.41,-2.17,-2.47,3.86,4.47,Pacific,"Year: 2015
Mean change: -2.2%
SD: ±4.5%"
2016,ssp126,-4.16,0.45,0.34,7.78,3.62,Pacific,"Year: 2016
Mean change: 0.4%
SD: ±3.6%"
2016,ssp585,-5.6,-0.74,-0.4,4.63,3.04,Pacific,"Year: 2016
Mean change: -0.7%
SD: ±3%"
2017,ssp126,-10.31,-1.31,-1.99,4.96,4.57,Pacific,"Year: 2017
Mean change: -1.3%
SD: ±4.6%"
2017,ssp585,-2.8,0.41,-0.63,5.69,2.77,Pacific,"Year: 2017
Mean change: 0.4%
SD: ±2.8%"
2018,ssp126,-6.81,-1.26,-1.5,5.14,3.62,Pacific,"Year: 2018
Mean change: -1.3%
SD: ±3.6%"
2018,ssp585,-2.65,1.69,1.14,7.34,3.48,Pacific,"Year: 2018
Mean change: 1.7%
SD: ±3.5%"
2019,ssp126,-5.3,-1.13,-1.64,4.98,2.72,Pacific,"Year: 2019
Mean change: -1.1%
SD: ±2.7%"
2019,ssp585,-2.55,2.14,0.81,11.8,4.49,Pacific,"Year: 2019
Mean change: 2.1%
SD: ±4.5%"
